Data,Id_Marketing,Sessoes,Usuarios,Conversoes,Receita
2024-04-10,5,184,161,3,785.31
2024-04-10,6,82,61,1,0.0
2024-04-10,7,70,52,0,0.0
2024-04-11,1,480,413,5,367.69
2024-04-11,2,438,366,6,1102.68
2024-04-11,3,318,273,3,585.93
2024-04-11,4,516,406,4,494.7
2024-04-11,5,277,244,6,708.52
2024-04-11,6,93,75,2,500.06
2024-04-11,7,107,96,1,0.0
2024-04-12,1,741,658,8,2089.21
2024-04-12,2,489,389,7,828.5
2024-04-12,3,700,547,7,1223.1599999999999
2024-04-12,4,350,290,3,373.42
2024-04-12,5,279,228,6,1516.98
2024-04-12,6,110,82,2,0.0
2024-04-12,7,90,72,1,0.0
2024-04-13,1,756,644,8,2310.8199999999997
2024-04-13,2,468,360,6,539.57
2024-04-13,3,539,484,4,1022.9
2024-04-13,4,399,321,3,559.11
2024-04-13,5,438,369,11,1639.81
2024-04-13,6,127,101,4,529.49
2024-04-13,7,150,115,2,160.67
2024-04-14,1,588,459,8,588.21
2024-04-14,2,561,494,10,1469.31
2024-04-14,3,512,435,6,1977.71
2024-04-14,4,406,338,3,276.96
2024-04-14,5,279,225,6,1210.08
2024-04-14,6,111,85,2,226.25
2024-04-14,7,99,82,1,0.0
2024-04-15,1,613,522,6,1249.72
2024-04-15,2,296,252,5,715.22
2024-04-15,3,401,360,3,278.82
2024-04-15,4,234,196,2,303.21
2024-04-15,5,290,216,6,860.5500000000001
2024-04-15,6,67,59,1,0.0
2024-04-15,7,75,67,1,0.0
2024-04-16,1,508,400,7,2119.02
2024-04-16,2,382,296,5,790.71
2024-04-16,3,550,498,6,811.0799999999999
2024-04-16,4,293,251,2,0.0
2024-04-16,5,380,332,7,747.76
2024-04-16,6,135,111,3,266.71
2024-04-16,7,78,60,1,0.0
2024-04-17,1,524,399,5,788.71
2024-04-17,2,468,408,7,1625.97
2024-04-17,3,470,356,4,579.37
2024-04-17,4,329,258,3,280.63
2024-04-17,5,107,80,2,298.0
2024-04-17,6,112,90,2,464.70000000000005
2024-04-17,7,79,66,1,0.0
2024-04-18,1,500,380,4,592.06
2024-04-18,2,370,316,6,712.4300000000001
2024-04-18,3,515,442,5,1160.24
2024-04-18,4,217,178,1,0.0
2024-04-18,5,362,328,8,788.38
2024-04-18,6,96,81,2,467.58000000000004
2024-04-18,7,116,88,1,0.0
2024-04-19,1,707,544,8,1076.85
2024-04-19,2,345,296,5,476.1
2024-04-19,3,679,580,6,1082.28
2024-04-19,4,442,388,3,138.95
2024-04-19,5,265,219,5,914.4499999999999
2024-04-19,6,156,128,4,772.5999999999999
2024-04-19,7,85,77,1,0.0
2024-04-20,1,903,753,11,2255.4900000000002
2024-04-20,2,551,408,8,823.89
2024-04-20,3,507,465,5,505.78999999999996
2024-04-20,4,443,371,3,666.84
2024-04-20,5,258,204,6,1378.51
2024-04-20,6,129,107,3,623.9200000000001
2024-04-20,7,115,94,1,0.0
2024-04-21,1,658,598,6,505.70000000000005
2024-04-21,2,426,360,6,1486.18
2024-04-21,3,647,505,7,1522.84
2024-04-21,4,468,369,4,601.66
2024-04-21,5,237,190,5,747.15
2024-04-21,6,128,107,3,470.77
2024-04-21,7,92,77,1,0.0
2024-04-22,1,425,325,5,1087.54
2024-04-22,2,337,286,6,736.13
2024-04-22,3,314,288,3,261.65
2024-04-22,4,235,211,2,240.01
2024-04-22,5,309,253,7,1111.67
2024-04-22,6,101,75,3,307.78
2024-04-22,7,74,56,0,0.0
2024-04-23,1,419,357,5,396.15999999999997
2024-04-23,2,393,313,6,922.57
2024-04-23,3,423,334,4,1087.3400000000001
2024-04-23,4,360,306,3,549.2
2024-04-23,5,301,267,6,1331.91
2024-04-23,6,133,115,3,263.19
2024-04-23,7,107,85,1,0.0
2024-04-24,1,597,518,7,850.4699999999999
2024-04-24,2,350,299,6,879.86
2024-04-24,3,358,317,3,602.78
2024-04-24,4,323,267,2,230.65
2024-04-24,5,262,223,5,571.72
2024-04-24,6,164,131,3,507.68999999999994
2024-04-24,7,68,53,0,0.0
2024-04-25,1,290,235,2,215.65
2024-04-25,2,289,265,4,977.44
2024-04-25,3,491,371,4,690.54
2024-04-25,4,253,189,1,0.0
2024-04-25,5,165,146,3,314.42
2024-04-25,6,92,73,2,285.89
2024-04-25,7,50,39,0,0.0
2024-04-26,1,399,304,4,660.9000000000001
2024-04-26,2,345,301,6,871.21
2024-04-26,3,617,515,5,872.97
2024-04-26,4,401,332,2,217.66
2024-04-26,5,171,134,3,159.89
2024-04-26,6,101,85,2,533.78
2024-04-26,7,77,58,1,0.0
2024-04-27,1,436,365,4,1278.42
2024-04-27,2,299,223,5,507.43
2024-04-27,3,340,259,3,119.05
2024-04-27,4,320,269,2,366.46
2024-04-27,5,229,181,4,919.66
2024-04-27,6,100,90,2,769.5899999999999
2024-04-27,7,77,59,1,0.0
2024-04-28,1,422,318,6,1464.35
2024-04-28,2,297,231,5,413.43
2024-04-28,3,394,313,3,346.98
2024-04-28,4,289,234,2,711.94
2024-04-28,5,242,181,5,669.1
2024-04-28,6,115,91,3,335.32
2024-04-28,7,110,91,1,0.0
2024-04-29,1,494,444,6,773.82
2024-04-29,2,455,355,8,1752.4199999999998
2024-04-29,3,255,228,2,141.39
2024-04-29,4,291,239,2,141.5
2024-04-29,5,172,152,3,219.61
2024-04-29,6,82,60,2,0.0
2024-04-29,7,54,42,0,0.0
2024-04-30,1,325,291,4,856.64
2024-04-30,2,199,148,2,0.0
2024-04-30,3,246,214,2,261.24
2024-04-30,4,303,278,2,280.96
2024-04-30,5,159,119,3,623.0
2024-04-30,6,72,64,2,286.22
2024-04-30,7,85,72,1,0.0
2024-05-01,1,325,245,4,776.52
2024-05-01,2,271,227,4,602.14
2024-05-01,3,303,232,3,263.3
2024-05-01,4,237,181,2,272.34
2024-05-01,5,221,176,5,882.8199999999999
2024-05-01,6,112,85,3,525.12
2024-05-01,7,74,57,1,0.0
2024-05-02,1,370,325,4,406.78
2024-05-02,2,362,298,5,1219.54
2024-05-02,3,358,280,3,340.19
2024-05-02,4,332,278,2,0.0
2024-05-02,5,167,128,3,219.95
2024-05-02,6,79,68,1,0.0
2024-05-02,7,71,64,0,0.0
2024-05-03,1,508,464,5,506.57
2024-05-03,2,303,262,4,1205.8
2024-05-03,3,527,442,5,1030.8100000000002
2024-05-03,4,271,201,2,592.77
2024-05-03,5,305,255,6,1166.6
2024-05-03,6,94,83,2,868.29
2024-05-03,7,82,61,1,0.0
2024-05-04,1,420,331,4,505.38
2024-05-04,2,409,322,7,1163.3500000000001
2024-05-04,3,472,415,4,703.2
2024-05-04,4,391,308,2,662.66
2024-05-04,5,271,230,5,1350.94
2024-05-04,6,137,107,3,560.14
2024-05-04,7,123,104,1,0.0
2024-05-05,1,637,537,6,1036.6
2024-05-05,2,509,463,7,1375.5100000000002
2024-05-05,3,323,287,2,0.0
2024-05-05,4,391,334,3,635.02
2024-05-05,5,276,243,7,1298.5500000000002
2024-05-05,6,96,85,2,338.59
2024-05-05,7,110,88,1,0.0
2024-05-06,1,407,324,4,456.27
2024-05-06,2,457,387,7,1173.1499999999999
2024-05-06,3,522,392,6,931.97
2024-05-06,4,334,263,2,144.95
2024-05-06,5,244,219,5,1265.45
2024-05-06,6,127,107,3,221.2
2024-05-06,7,101,89,1,0.0
2024-05-07,1,615,480,7,573.6099999999999
2024-05-07,2,438,376,7,1575.8600000000001
2024-05-07,3,410,353,4,978.94
2024-05-07,4,307,273,2,261.88
2024-05-07,5,244,202,5,1112.92
2024-05-07,6,109,84,3,619.2
2024-05-07,7,78,69,1,0.0
2024-05-08,1,674,566,8,1993.3
2024-05-08,2,467,409,7,700.9200000000001
2024-05-08,3,403,343,3,158.58
2024-05-08,4,448,345,3,324.12
2024-05-08,5,259,215,6,738.73
2024-05-08,6,107,84,2,348.36
2024-05-08,7,104,77,1,0.0
2024-05-09,1,689,558,6,647.54
2024-05-09,2,401,324,7,1050.31
2024-05-09,3,461,376,4,569.26
2024-05-09,4,347,289,3,131.52
2024-05-09,5,338,286,7,1666.9
2024-05-09,6,89,68,2,0.0
2024-05-09,7,88,71,1,0.0
2024-05-10,1,696,552,9,1865.0300000000002
2024-05-10,2,516,395,7,932.18
2024-05-10,3,400,322,4,444.0
2024-05-10,4,368,321,3,221.24
2024-05-10,5,376,283,9,935.85
2024-05-10,6,151,122,4,580.6800000000001
2024-05-10,7,104,88,1,0.0
2024-05-11,1,649,538,8,1173.3600000000001
2024-05-11,2,483,363,7,983.17
2024-05-11,3,529,449,5,808.04
2024-05-11,4,473,428,3,255.27
2024-05-11,5,342,289,7,1341.28
2024-05-11,6,138,123,3,244.81
2024-05-11,7,105,79,1,0.0
2024-05-12,1,766,683,9,1513.49
2024-05-12,2,481,418,6,724.25
2024-05-12,3,597,521,5,507.15
2024-05-12,4,397,361,3,837.8399999999999
2024-05-12,5,303,259,6,926.3700000000001
2024-05-12,6,127,112,3,295.33
2024-05-12,7,74,62,1,0.0
2024-05-13,1,676,526,7,1054.4099999999999
2024-05-13,2,489,384,7,994.33
2024-05-13,3,305,248,3,529.53
2024-05-13,4,238,216,2,281.09
2024-05-13,5,285,253,6,778.86
2024-05-13,6,118,97,3,372.74
2024-05-13,7,65,59,0,0.0
2024-05-14,1,411,343,4,352.03000000000003
2024-05-14,2,404,365,6,747.0899999999999
2024-05-14,3,362,268,3,432.73
2024-05-14,4,249,217,2,282.92
2024-05-14,5,240,220,6,826.6099999999999
2024-05-14,6,92,73,2,0.0
2024-05-14,7,76,59,1,0.0
2024-05-15,1,437,360,5,510.34000000000003
2024-05-15,2,433,370,8,1519.94
2024-05-15,3,671,542,7,1431.91
2024-05-15,4,352,264,2,407.46
2024-05-15,5,188,160,3,280.82
2024-05-15,6,104,93,2,249.2
2024-05-15,7,76,59,1,0.0
2024-05-16,1,445,349,5,1277.87
2024-05-16,2,503,385,9,2413.34
2024-05-16,3,322,264,2,461.37
2024-05-16,4,322,284,2,232.68
2024-05-16,5,318,276,7,1007.76
2024-05-16,6,148,132,3,192.8
2024-05-16,7,119,107,1,0.0
2024-05-17,1,786,605,9,1224.05
2024-05-17,2,590,439,11,1507.82
2024-05-17,3,547,465,5,375.90999999999997
2024-05-17,4,483,416,4,1417.08
2024-05-17,5,386,320,10,1253.33
2024-05-17,6,128,113,3,420.0
2024-05-17,7,101,84,1,0.0
2024-05-18,1,592,507,6,797.85
2024-05-18,2,420,322,6,770.31
2024-05-18,3,513,406,4,665.9200000000001
2024-05-18,4,446,388,3,315.04
2024-05-18,5,270,209,6,797.25
2024-05-18,6,157,129,4,540.5699999999999
2024-05-18,7,110,98,1,0.0
2024-05-19,1,649,573,7,2024.74
2024-05-19,2,618,557,9,1384.21
2024-05-19,3,583,452,6,1115.13
2024-05-19,4,380,294,2,384.56
2024-05-19,5,302,243,7,907.62
2024-05-19,6,148,115,4,1069.87
2024-05-19,7,137,117,1,0.0
2024-05-20,1,479,382,6,559.5699999999999
2024-05-20,2,277,240,4,698.3700000000001
2024-05-20,3,382,291,3,195.75
2024-05-20,4,204,176,1,0.0
2024-05-20,5,170,144,3,233.91
2024-05-20,6,148,111,3,260.11
2024-05-20,7,82,64,0,0.0
2024-05-21,1,770,579,9,1857.9
2024-05-21,2,407,362,6,1095.38
2024-05-21,3,436,387,4,245.4
2024-05-21,4,359,291,2,707.54
2024-05-21,5,213,187,5,581.37
2024-05-21,6,102,76,2,630.68
2024-05-21,7,75,67,1,0.0
2024-05-22,1,571,483,5,395.44999999999993
2024-05-22,2,348,305,5,1343.03
2024-05-22,3,439,399,4,298.6
2024-05-22,4,318,286,2,369.9
2024-05-22,5,322,244,7,901.46
2024-05-22,6,139,115,3,118.3
2024-05-22,7,84,63,1,0.0
2024-05-23,1,657,582,6,1177.46
2024-05-23,2,448,407,8,1415.98
2024-05-23,3,413,326,4,953.47
2024-05-23,4,421,337,4,577.5
2024-05-23,5,344,290,8,1114.31
2024-05-23,6,91,70,2,271.66
2024-05-23,7,108,81,1,0.0
2024-05-24,1,583,526,5,853.89
2024-05-24,2,399,339,7,894.14
2024-05-24,3,578,521,5,1336.96
2024-05-24,4,361,289,2,470.54999999999995
2024-05-24,5,290,239,6,835.19
2024-05-24,6,173,132,5,1502.58
2024-05-24,7,92,70,1,0.0
2024-05-25,1,608,518,8,1040.89
2024-05-25,2,433,361,7,1309.5700000000002
2024-05-25,3,399,330,4,1133.99
2024-05-25,4,343,267,2,0.0
2024-05-25,5,326,298,5,310.11
2024-05-25,6,153,127,3,347.66
2024-05-25,7,67,59,0,0.0
2024-05-26,1,391,333,4,983.64
2024-05-26,2,424,332,7,877.8299999999999
2024-05-26,3,310,234,3,291.35
2024-05-26,4,264,222,2,318.96
2024-05-26,5,221,163,4,980.6
2024-05-26,6,98,86,2,572.82
2024-05-26,7,105,87,1,0.0
2024-05-27,1,437,353,5,1033.04
2024-05-27,2,314,251,4,934.5899999999999
2024-05-27,3,235,197,2,202.59
2024-05-27,4,269,237,1,0.0
2024-05-27,5,222,189,4,739.42
2024-05-27,6,91,70,2,0.0
2024-05-27,7,46,39,0,0.0
2024-05-28,1,310,256,3,302.41
2024-05-28,2,297,221,4,351.59000000000003
2024-05-28,3,347,314,2,293.68
2024-05-28,4,212,156,1,0.0
2024-05-28,5,166,147,3,189.38
2024-05-28,6,48,39,1,0.0
2024-05-28,7,74,64,1,0.0
2024-05-29,1,542,405,7,825.2
2024-05-29,2,329,274,5,693.2
2024-05-29,3,570,435,4,535.11
2024-05-29,4,257,201,2,305.46
2024-05-29,5,88,73,2,380.34
2024-05-29,6,85,67,1,0.0
2024-05-29,7,80,69,1,0.0
2024-05-30,1,401,358,4,1315.55
2024-05-30,2,322,255,4,437.11
2024-05-30,3,410,311,4,295.6
2024-05-30,4,202,150,1,0.0
2024-05-30,5,170,135,3,398.82
2024-05-30,6,87,75,2,324.68
2024-05-30,7,70,52,1,0.0
2024-05-31,1,506,406,6,1072.07
2024-05-31,2,281,256,4,874.8199999999999
2024-05-31,3,471,407,4,1283.6
2024-05-31,4,368,317,2,0.0
2024-05-31,5,209,164,4,416.61
2024-05-31,6,87,65,2,0.0
2024-05-31,7,52,38,0,0.0
2024-06-01,1,472,363,5,1012.62
2024-06-01,2,562,504,8,1424.52
2024-06-01,3,339,259,3,372.12
2024-06-01,4,236,185,1,0.0
2024-06-01,5,270,208,5,639.33
2024-06-01,6,142,115,4,589.98
2024-06-01,7,97,73,1,0.0
2024-06-02,1,559,466,5,1217.7
2024-06-02,2,530,430,9,2068.81
2024-06-02,3,553,432,5,731.5999999999999
2024-06-02,4,321,266,2,0.0
2024-06-02,5,189,156,4,937.75
2024-06-02,6,148,127,4,215.65
2024-06-02,7,90,80,1,0.0
2024-06-03,1,246,198,2,289.64
2024-06-03,2,279,211,4,808.89
2024-06-03,3,472,388,4,723.48
2024-06-03,4,310,242,2,378.51
2024-06-03,5,120,94,2,261.23
2024-06-03,6,72,58,2,495.22
2024-06-03,7,40,29,0,0.0
2024-06-04,1,595,540,7,924.25
2024-06-04,2,266,222,4,583.72
2024-06-04,3,287,252,3,185.12
2024-06-04,4,279,230,2,405.74
2024-06-04,5,266,207,5,236.65
2024-06-04,6,66,51,1,0.0
2024-06-04,7,53,45,0,0.0
2024-06-05,1,510,429,6,974.71
2024-06-05,2,155,127,2,652.41
2024-06-05,3,545,465,5,941.25
2024-06-05,4,154,117,1,0.0
2024-06-05,5,203,151,4,1327.46
2024-06-05,6,102,81,2,138.68
2024-06-05,7,89,68,1,0.0
2024-06-06,1,633,493,7,799.53
2024-06-06,2,411,328,6,953.6600000000001
2024-06-06,3,490,375,4,616.49
2024-06-06,4,272,230,2,719.58
2024-06-06,5,287,215,6,997.4300000000001
2024-06-06,6,191,162,5,892.13
2024-06-06,7,76,61,1,0.0
2024-06-07,1,650,556,6,1393.87
2024-06-07,2,440,365,6,1619.2
2024-06-07,3,618,541,6,1880.6999999999998
2024-06-07,4,446,390,4,894.31
2024-06-07,5,361,320,8,1454.58
2024-06-07,6,148,121,3,256.9
2024-06-07,7,117,97,1,0.0
2024-06-08,1,707,568,6,1767.6200000000001
2024-06-08,2,723,584,13,1622.52
2024-06-08,3,610,485,6,1413.5900000000001
2024-06-08,4,404,313,3,238.82
2024-06-08,5,373,334,8,1378.43
2024-06-08,6,186,149,5,619.45
2024-06-08,7,97,74,1,0.0
2024-06-09,1,642,568,7,1983.0
2024-06-09,2,524,467,8,2070.2
2024-06-09,3,583,492,5,277.63
2024-06-09,4,307,242,2,261.36
2024-06-09,5,367,275,7,696.19
2024-06-09,6,142,122,4,429.86
2024-06-09,7,107,97,1,0.0
2024-06-10,1,574,491,6,857.09
2024-06-10,2,287,261,4,190.11
2024-06-10,3,445,336,4,308.9
2024-06-10,4,225,174,1,0.0
2024-06-10,5,133,109,2,125.6
2024-06-10,6,112,99,3,217.21
2024-06-10,7,63,56,0,0.0
2024-06-11,1,551,497,6,800.51
2024-06-11,2,336,292,6,1130.77
2024-06-11,3,422,376,4,942.8199999999999
2024-06-11,4,321,291,3,289.44
2024-06-11,5,256,228,5,1074.98
2024-06-11,6,113,100,3,428.34000000000003
2024-06-11,7,78,67,1,0.0
2024-06-12,1,507,465,6,789.48
2024-06-12,2,549,478,8,1698.76
2024-06-12,3,431,336,4,560.1300000000001
2024-06-12,4,370,335,3,226.29
2024-06-12,5,277,240,5,765.22
2024-06-12,6,118,100,3,167.89
2024-06-12,7,73,54,1,0.0
2024-06-13,1,578,443,6,1522.6499999999999
2024-06-13,2,381,331,5,947.74
2024-06-13,3,574,526,4,773.49
2024-06-13,4,356,297,3,168.77
2024-06-13,5,284,244,6,397.36
2024-06-13,6,119,100,3,258.24
2024-06-13,7,111,101,1,0.0
2024-06-14,1,642,533,6,1445.52
2024-06-14,2,486,361,9,1952.56
2024-06-14,3,507,389,4,717.97
2024-06-14,4,519,472,3,420.0
2024-06-14,5,257,199,6,1502.31
2024-06-14,6,150,123,3,367.95000000000005
2024-06-14,7,103,77,1,0.0
2024-06-15,1,752,574,8,750.69
2024-06-15,2,472,362,7,1450.6
2024-06-15,3,651,528,6,1046.59
2024-06-15,4,522,445,4,298.99
2024-06-15,5,350,262,9,1782.8600000000001
2024-06-15,6,131,109,4,705.46
2024-06-15,7,128,101,1,0.0
2024-06-16,1,742,659,9,652.16
2024-06-16,2,596,493,10,2145.67
2024-06-16,3,554,453,5,1016.71
2024-06-16,4,396,350,3,428.73
2024-06-16,5,429,344,11,2151.2
2024-06-16,6,155,134,4,860.14
2024-06-16,7,127,98,1,0.0
2024-06-17,1,475,365,6,1286.28
2024-06-17,2,270,230,3,305.59
2024-06-17,3,445,375,3,304.17
2024-06-17,4,202,150,1,0.0
2024-06-17,5,206,162,4,928.64
2024-06-17,6,124,95,4,387.28999999999996
2024-06-17,7,69,55,1,0.0
2024-06-18,1,485,376,5,428.27
2024-06-18,2,451,378,7,789.07
2024-06-18,3,480,409,5,419.94999999999993
2024-06-18,4,278,229,2,277.04
2024-06-18,5,191,158,4,570.9000000000001
2024-06-18,6,116,103,3,134.9
2024-06-18,7,91,77,1,0.0
2024-06-19,1,646,533,6,1031.0900000000001
2024-06-19,2,389,289,6,1180.35
2024-06-19,3,365,321,3,385.3
2024-06-19,4,366,321,2,0.0
2024-06-19,5,265,208,6,546.99
2024-06-19,6,114,97,3,284.3
2024-06-19,7,104,90,1,0.0
2024-06-20,1,655,597,6,568.56
2024-06-20,2,452,358,6,582.81
2024-06-20,3,425,354,4,629.26
2024-06-20,4,450,402,3,789.28
2024-06-20,5,336,252,7,895.39
2024-06-20,6,98,79,2,376.86
2024-06-20,7,110,95,1,0.0
2024-06-21,1,731,564,7,1169.58
2024-06-21,2,580,532,9,2389.27
2024-06-21,3,604,535,6,1433.23
2024-06-21,4,434,330,3,211.43
2024-06-21,5,298,232,5,659.66
2024-06-21,6,131,119,3,201.1
2024-06-21,7,95,72,1,0.0
2024-06-22,1,745,652,7,943.09
2024-06-22,2,442,379,6,1070.7
2024-06-22,3,519,420,5,678.1800000000001
2024-06-22,4,421,367,3,366.55
2024-06-22,5,358,303,7,1848.81
2024-06-22,6,123,111,3,408.11
2024-06-22,7,108,89,1,0.0
2024-06-23,1,569,423,6,1730.9299999999998
2024-06-23,2,587,466,8,1918.49
2024-06-23,3,528,483,5,463.95
2024-06-23,4,537,457,4,351.4
2024-06-23,5,369,312,7,1712.49
2024-06-23,6,211,163,6,741.21
2024-06-23,7,108,99,1,0.0
2024-06-24,1,502,414,5,630.81
2024-06-24,2,455,341,6,1818.6100000000001
2024-06-24,3,394,305,3,398.21
2024-06-24,4,275,239,2,256.16
2024-06-24,5,334,301,6,1667.95
2024-06-24,6,96,87,2,439.16999999999996
2024-06-24,7,92,70,1,0.0
2024-06-25,1,413,362,4,1265.6200000000001
2024-06-25,2,422,387,7,870.0
2024-06-25,3,325,258,3,237.05
2024-06-25,4,268,241,2,253.36
2024-06-25,5,299,261,5,437.49
2024-06-25,6,90,79,2,198.87
2024-06-25,7,86,64,1,0.0
2024-06-26,1,414,344,4,705.8199999999999
2024-06-26,2,373,315,6,628.12
2024-06-26,3,267,199,2,227.24
2024-06-26,4,272,205,2,234.66
2024-06-26,5,347,290,8,1071.0
2024-06-26,6,88,65,2,420.0
2024-06-26,7,77,62,1,0.0
2024-06-27,1,514,442,6,1482.85
2024-06-27,2,476,364,6,584.67
2024-06-27,3,252,212,2,361.82
2024-06-27,4,274,242,2,233.4
2024-06-27,5,237,217,5,1086.57
2024-06-27,6,56,42,1,0.0
2024-06-27,7,111,101,1,0.0
2024-06-28,1,719,577,8,965.55
2024-06-28,2,346,268,5,403.22
2024-06-28,3,528,412,4,709.89
2024-06-28,4,342,254,2,154.89
2024-06-28,5,216,175,4,921.18
2024-06-28,6,102,78,2,0.0
2024-06-28,7,68,51,0,0.0
2024-06-29,1,642,590,7,949.53
2024-06-29,2,378,284,5,827.44
2024-06-29,3,602,523,6,1851.02
2024-06-29,4,346,282,3,288.02
2024-06-29,5,348,284,7,1198.98
2024-06-29,6,93,84,2,430.24
2024-06-29,7,92,76,1,0.0
2024-06-30,1,703,551,9,1843.94
2024-06-30,2,429,356,5,1408.45
2024-06-30,3,540,455,4,633.25
2024-06-30,4,308,235,2,143.36
2024-06-30,5,289,214,6,758.04
2024-06-30,6,104,86,2,982.5899999999999
2024-06-30,7,101,84,1,0.0
2024-07-01,1,412,328,4,869.62
2024-07-01,2,446,390,7,1475.68
2024-07-01,3,238,187,2,203.52
2024-07-01,4,237,179,1,0.0
2024-07-01,5,217,182,5,793.9
2024-07-01,6,85,74,2,0.0
2024-07-01,7,62,56,0,0.0
2024-07-02,1,482,394,4,756.8
2024-07-02,2,405,333,7,1117.73
2024-07-02,3,356,294,3,273.55
2024-07-02,4,230,195,1,0.0
2024-07-02,5,179,134,4,1236.3
2024-07-02,6,97,80,2,225.64
2024-07-02,7,70,51,0,0.0
2024-07-03,1,638,537,6,1180.1
2024-07-03,2,356,283,6,1121.05
2024-07-03,3,237,178,1,0.0
2024-07-03,4,312,251,2,597.08
2024-07-03,5,303,270,7,1481.92
2024-07-03,6,78,69,2,453.12
2024-07-03,7,73,59,1,0.0
2024-07-04,1,403,353,5,370.28
2024-07-04,2,337,264,6,593.48
2024-07-04,3,424,339,4,409.40999999999997
2024-07-04,4,263,218,1,0.0
2024-07-04,5,286,225,6,1186.9499999999998
2024-07-04,6,100,90,2,128.54
2024-07-04,7,89,66,1,0.0
2024-07-05,1,510,446,5,362.09
2024-07-05,2,399,345,7,1353.57
2024-07-05,3,498,392,5,689.27
2024-07-05,4,293,256,2,716.2
2024-07-05,5,241,211,5,715.4399999999999
2024-07-05,6,97,79,3,299.53
2024-07-05,7,125,110,1,0.0
2024-07-06,1,576,447,6,1042.29
2024-07-06,2,607,521,11,1265.8500000000001
2024-07-06,3,636,569,5,1191.52
2024-07-06,4,507,389,4,1261.06
2024-07-06,5,350,309,8,1232.78
2024-07-06,6,181,138,5,1663.88
2024-07-06,7,161,143,2,241.71
2024-07-07,1,609,513,5,369.58
2024-07-07,2,529,480,8,1402.4399999999998
2024-07-07,3,508,466,4,304.33000000000004
2024-07-07,4,455,394,3,474.29
2024-07-07,5,267,199,5,695.1
2024-07-07,6,132,106,4,651.2
2024-07-07,7,114,103,1,0.0
2024-07-08,1,606,503,8,1275.99
2024-07-08,2,442,358,8,1885.5900000000001
2024-07-08,3,556,414,5,576.09
2024-07-08,4,420,358,3,257.48
2024-07-08,5,307,230,6,1274.2
2024-07-08,6,76,61,1,0.0
2024-07-08,7,105,88,1,0.0
2024-07-09,1,428,376,4,569.51
2024-07-09,2,533,431,8,1715.29
2024-07-09,3,490,397,5,618.03
2024-07-09,4,261,205,2,376.87
2024-07-09,5,300,273,6,774.11
2024-07-09,6,115,95,3,618.12
2024-07-09,7,80,61,0,0.0
2024-07-10,1,522,416,6,857.53
2024-07-10,2,298,248,5,476.02
2024-07-10,3,440,384,4,645.19
2024-07-10,4,302,235,2,0.0
2024-07-10,5,322,248,7,1239.67
2024-07-10,6,133,108,3,151.27
2024-07-10,7,87,64,1,0.0
2024-07-11,1,603,463,8,1803.79
2024-07-11,2,556,439,9,1281.24
2024-07-11,3,409,335,4,936.5999999999999
2024-07-11,4,342,312,3,420.0
2024-07-11,5,306,241,7,2016.18
2024-07-11,6,129,103,3,391.82
2024-07-11,7,104,90,1,0.0
2024-07-12,1,472,414,5,368.16
2024-07-12,2,513,456,6,1010.0500000000001
2024-07-12,3,509,408,5,1309.3799999999999
2024-07-12,4,375,330,3,259.17
2024-07-12,5,312,273,5,689.0
2024-07-12,6,136,115,3,197.68
2024-07-12,7,126,103,2,223.62
2024-07-13,1,798,634,10,1831.37
2024-07-13,2,515,392,7,1491.12
2024-07-13,3,782,593,8,1947.69
2024-07-13,4,546,407,4,582.28
2024-07-13,5,400,309,8,2110.3
2024-07-13,6,170,149,5,617.35
2024-07-13,7,102,90,1,0.0
2024-07-14,1,618,494,5,674.14
2024-07-14,2,548,486,9,1530.38
2024-07-14,3,638,482,6,1244.45
2024-07-14,4,401,305,2,508.66
2024-07-14,5,373,279,7,1715.31
2024-07-14,6,122,104,3,411.92
2024-07-14,7,109,91,1,0.0
2024-07-15,1,445,363,4,592.39
2024-07-15,2,163,125,2,696.38
2024-07-15,3,452,356,3,307.68
2024-07-15,4,368,294,3,379.47
2024-07-15,5,304,225,5,412.82
2024-07-15,6,118,106,2,315.1
2024-07-15,7,111,95,1,0.0
2024-07-16,1,501,407,6,944.98
2024-07-16,2,404,340,6,846.13
2024-07-16,3,251,194,2,208.57
2024-07-16,4,393,302,3,576.96
2024-07-16,5,293,264,6,1697.25
2024-07-16,6,87,67,2,682.89
2024-07-16,7,74,66,1,0.0
2024-07-17,1,544,468,6,951.69
2024-07-17,2,440,387,6,1109.9099999999999
2024-07-17,3,638,581,6,1027.6599999999999
2024-07-17,4,455,349,4,670.47
2024-07-17,5,238,200,4,520.48
2024-07-17,6,128,107,3,157.21
2024-07-17,7,85,72,1,0.0
2024-07-18,1,606,505,6,836.1
2024-07-18,2,470,423,8,1793.48
2024-07-18,3,597,463,6,805.99
2024-07-18,4,352,275,2,349.38
2024-07-18,5,433,330,9,1430.72
2024-07-18,6,84,67,2,789.8399999999999
2024-07-18,7,83,67,1,0.0
2024-07-19,1,573,525,6,417.07000000000005
2024-07-19,2,439,345,8,572.88
2024-07-19,3,495,391,4,890.4699999999999
2024-07-19,4,360,309,2,157.15
2024-07-19,5,236,195,4,408.67999999999995
2024-07-19,6,158,141,4,701.1600000000001
2024-07-19,7,127,102,1,0.0
2024-07-20,1,671,600,7,1707.96
2024-07-20,2,531,477,8,1146.03
2024-07-20,3,629,519,5,422.59000000000003
