Data,Id_Produto,Id_Marketing,Quantidade,Preco_Venda,Canal_Venda
2024-12-21,13,6,2,269.74,Site
2024-12-21,33,6,1,317.48,Site
2024-12-21,38,7,1,288.14,Site
2024-12-22,16,1,1,420.0,Site
2024-12-22,28,1,1,193.25,Site
2024-12-22,1,1,2,136.44,Site
2024-12-22,47,1,1,320.52,Site
2024-12-22,46,1,1,202.63,Site
2024-12-22,44,1,1,136.08,Site
2024-12-22,51,2,3,250.35,Site
2024-12-22,50,2,1,150.54,Site
2024-12-22,57,2,1,288.33,Site
2024-12-22,28,2,1,218.24,Site
2024-12-22,55,2,2,378.98,Site
2024-12-22,44,2,2,158.3,Site
2024-12-22,6,3,1,243.39,App
2024-12-22,7,3,1,308.44,App
2024-12-22,36,3,1,290.18,App
2024-12-22,2,3,1,123.22,App
2024-12-22,27,4,2,262.15,Site
2024-12-22,10,4,3,181.04,Site
2024-12-22,28,5,2,199.15,Site
2024-12-22,51,5,2,241.38,Site
2024-12-22,44,5,1,157.91,Site
2024-12-22,33,5,1,332.2,Site
2024-12-22,31,5,1,420.0,Site
2024-12-22,56,5,3,259.07,Site
2024-12-22,57,6,1,274.58,Site
2024-12-22,30,6,1,193.22,Site
2024-12-23,27,1,2,267.52,Site
2024-12-23,50,1,1,139.34,Site
2024-12-23,54,1,2,222.56,Site
2024-12-23,2,1,2,120.13,Site
2024-12-23,11,2,1,134.96,Site
2024-12-23,2,2,1,136.04,Site
2024-12-23,18,2,1,263.14,Site
2024-12-23,1,3,1,132.04,App
2024-12-23,37,3,1,264.4,App
2024-12-23,2,4,2,134.54,Site
2024-12-23,41,5,2,259.97,Site
2024-12-23,30,5,2,174.75,Site
2024-12-23,19,5,1,350.32,Site
2024-12-23,32,6,1,298.71,Site
2024-12-23,38,6,1,292.87,Site
2024-12-24,36,1,1,311.36,Site
2024-12-24,33,1,2,315.47,Site
2024-12-24,58,1,1,133.61,Site
2024-12-24,12,1,2,276.93,Site
2024-12-24,4,2,1,346.13,Site
2024-12-24,46,2,1,181.02,Site
2024-12-24,9,2,2,368.75,Site
2024-12-24,41,3,1,241.35,App
2024-12-24,29,3,1,257.53,App
2024-12-24,1,4,1,118.95,Site
2024-12-24,17,4,2,310.07,Site
2024-12-24,38,5,1,262.25,Site
2024-12-24,36,5,2,284.52,Site
2024-12-24,32,5,1,331.28,Site
2024-12-24,41,6,1,235.97,Site
2024-12-25,18,1,2,272.02,Site
2024-12-25,1,1,1,124.06,Site
2024-12-25,33,1,1,328.65,Site
2024-12-25,59,2,1,233.61,Site
2024-12-25,13,2,1,234.38,Site
2024-12-25,45,2,2,123.87,Site
2024-12-25,27,2,1,241.59,Site
2024-12-25,2,2,2,137.65,Site
2024-12-25,7,3,2,337.37,App
2024-12-25,12,3,1,232.48,App
2024-12-25,12,3,1,236.3,App
2024-12-25,25,5,1,354.13,Site
2024-12-25,40,5,1,184.81,Site
2024-12-25,12,6,2,272.23,Site
2024-12-26,54,1,1,207.15,Site
2024-12-26,2,1,1,129.81,Site
2024-12-26,34,1,2,202.14,Site
2024-12-26,12,1,2,255.5,Site
2024-12-26,56,2,1,275.04,Site
2024-12-26,8,2,1,173.44,Site
2024-12-26,18,2,1,252.21,Site
2024-12-26,15,3,3,290.54,App
2024-12-26,8,3,1,183.25,App
2024-12-26,47,3,1,321.7,App
2024-12-26,47,4,1,314.45,Site
2024-12-26,20,5,1,178.65,Site
2024-12-26,4,5,1,396.36,Site
2024-12-26,4,5,1,343.33,Site
2024-12-26,13,6,1,265.46,Site
2024-12-27,52,1,1,356.41,Site
2024-12-27,12,1,2,276.57,Site
2024-12-27,5,1,1,141.39,Site
2024-12-27,37,2,1,245.35,Site
2024-12-27,53,2,2,166.31,Site
2024-12-27,59,2,2,232.83,Site
2024-12-27,2,3,1,125.23,App
2024-12-27,45,3,1,117.56,App
2024-12-27,29,4,1,247.02,Site
2024-12-27,33,5,1,328.19,Site
2024-12-27,50,5,1,135.05,Site
2024-12-27,52,5,1,357.17,Site
2024-12-27,56,5,1,294.91,Site
2024-12-27,44,6,2,144.42,Site
2024-12-28,51,1,1,262.06,Site
2024-12-28,44,1,1,138.99,Site
2024-12-28,43,1,1,134.75,Site
2024-12-28,22,1,1,141.06,Site
2024-12-28,25,2,1,318.05,Site
2024-12-28,38,2,1,269.08,Site
2024-12-28,15,2,1,291.87,Site
2024-12-28,56,2,1,263.57,Site
2024-12-28,24,2,1,351.39,Site
2024-12-28,28,2,1,210.66,Site
2024-12-28,15,2,1,321.63,Site
2024-12-28,22,3,1,142.06,App
2024-12-28,23,3,2,120.94,App
2024-12-28,7,3,3,341.32,App
2024-12-28,41,4,1,245.93,Site
2024-12-28,53,4,1,156.29,Site
2024-12-28,27,5,2,267.23,Site
2024-12-28,19,5,1,310.1,Site
2024-12-28,27,5,2,268.88,Site
2024-12-28,59,5,1,196.29,Site
2024-12-28,30,6,1,190.51,Site
2024-12-28,41,6,1,255.98,Site
2024-12-28,16,7,1,420.0,Site
2024-12-29,8,1,3,174.3,Site
2024-12-29,1,1,1,122.47,Site
2024-12-29,33,1,1,332.56,Site
2024-12-29,5,2,1,158.19,Site
2024-12-29,58,2,1,134.21,Site
2024-12-29,29,2,1,252.36,Site
2024-12-29,50,2,1,142.2,Site
2024-12-29,15,3,2,286.15,App
2024-12-29,53,3,1,179.4,App
2024-12-29,23,4,2,133.75,Site
2024-12-29,38,5,1,276.24,Site
2024-12-29,24,5,1,380.93,Site
2024-12-29,39,5,1,336.5,Site
2024-12-29,49,6,1,357.14,Site
2024-12-29,32,6,1,296.24,Site
2024-12-30,23,1,1,131.09,Site
2024-12-30,27,1,1,258.43,Site
2024-12-30,36,1,1,302.3,Site
2024-12-30,24,2,1,339.06,Site
2024-12-30,56,2,1,265.02,Site
2024-12-30,51,3,1,259.47,App
2024-12-30,1,3,1,123.76,App
2024-12-30,18,3,1,253.28,App
2024-12-30,33,4,1,314.17,Site
2024-12-30,50,5,1,142.76,Site
2024-12-30,40,5,3,171.4,Site
2024-12-30,19,5,1,316.67,Site
2024-12-30,57,6,1,274.34,Site
2024-12-31,51,1,1,232.96,Site
2024-12-31,9,1,1,418.69,Site
2024-12-31,16,1,2,420.0,Site
2024-12-31,33,2,2,309.56,Site
2024-12-31,36,2,1,300.88,Site
2024-12-31,48,2,1,420.0,Site
2024-12-31,13,3,2,278.72,App
2024-12-31,23,3,1,129.39,App
2024-12-31,53,4,1,157.75,Site
2024-12-31,4,5,1,374.01,Site
2024-12-31,17,5,1,304.39,Site
2024-12-31,28,5,1,207.94,Site
2024-12-31,44,5,1,138.19,Site
2024-12-31,45,5,2,124.93,Site
2024-12-31,12,6,1,252.19,Site
2025-01-01,54,1,1,207.31,Site
2025-01-01,20,1,2,179.62,Site
2025-01-01,32,1,2,303.48,Site
2025-01-01,44,1,1,140.43,Site
2025-01-01,50,1,1,151.19,Site
2025-01-01,46,1,1,163.22,Site
2025-01-01,51,1,1,253.15,Site
2025-01-01,54,1,1,183.15,Site
2025-01-01,40,1,3,164.05,Site
2025-01-01,11,1,3,141.85,Site
2025-01-01,50,1,1,135.51,Site
2025-01-01,27,1,1,245.54,Site
2025-01-01,40,2,1,144.56,Site
2025-01-01,20,2,2,174.14,Site
2025-01-01,8,2,1,149.64,Site
2025-01-01,15,2,1,267.68,Site
2025-01-01,44,2,1,141.98,Site
2025-01-01,33,2,1,259.45,Site
2025-01-01,16,3,1,402.94,App
2025-01-01,30,3,1,160.55,App
2025-01-01,28,3,1,165.18,App
2025-01-01,38,3,1,224.69,App
2025-01-01,39,3,1,225.53,App
2025-01-01,15,4,1,226.79,Site
2025-01-01,29,4,1,245.14,Site
2025-01-01,22,4,1,113.6,Site
2025-01-01,37,4,1,237.1,Site
2025-01-01,53,5,2,150.43,Site
2025-01-01,1,5,2,128.76,Site
2025-01-01,41,5,2,227.2,Site
2025-01-01,57,5,1,259.52,Site
2025-01-01,44,5,3,137.61,Site
2025-01-01,6,5,1,265.07,Site
2025-01-01,44,5,1,148.24,Site
2025-01-01,14,5,1,315.93,Site
2025-01-01,12,5,3,272.4,Site
2025-01-01,12,5,3,258.43,Site
2025-01-01,59,5,1,187.58,Site
2025-01-01,47,6,3,311.41,Site
2025-01-01,1,6,2,115.49,Site
2025-01-01,16,6,1,420.0,Site
2025-01-01,36,6,1,320.27,Site
2025-01-01,13,6,1,276.71,Site
2025-01-01,45,6,1,114.88,Site
2025-01-01,41,6,1,222.75,Site
2025-01-01,33,7,2,271.68,Site
2025-01-01,26,7,1,287.94,Site
2025-01-02,14,1,1,279.95,Site
2025-01-02,6,1,2,246.39,Site
2025-01-02,41,1,1,245.0,Site
2025-01-02,21,1,1,243.01,Site
2025-01-02,6,1,1,253.19,Site
2025-01-02,19,1,1,312.94,Site
2025-01-02,55,1,1,228.33,Site
2025-01-02,2,1,1,107.77,Site
2025-01-02,41,1,1,259.48,Site
2025-01-02,43,2,3,134.84,Site
2025-01-02,33,2,1,246.64,Site
2025-01-02,25,2,1,261.57,Site
2025-01-02,19,2,2,329.48,Site
2025-01-02,38,2,1,226.63,Site
2025-01-02,59,2,1,162.32,Site
2025-01-02,47,2,1,336.46,Site
2025-01-02,23,2,1,117.7,Site
2025-01-02,27,2,3,238.8,Site
2025-01-02,27,2,2,239.67,Site
2025-01-02,15,2,1,244.09,Site
2025-01-02,27,3,1,258.35,App
2025-01-02,28,3,1,195.55,App
2025-01-02,40,3,1,141.4,App
2025-01-02,9,3,1,258.77,App
2025-01-02,60,3,1,231.36,App
2025-01-02,5,3,1,122.1,App
2025-01-02,47,4,1,340.91,Site
2025-01-02,33,4,1,263.08,Site
2025-01-02,50,4,1,135.02,Site
2025-01-02,6,4,1,244.95,Site
2025-01-02,41,5,3,244.96,Site
2025-01-02,26,5,1,311.79,Site
2025-01-02,6,5,3,236.94,Site
2025-01-02,56,5,1,264.38,Site
2025-01-02,42,5,3,420.0,Site
2025-01-02,13,5,1,263.96,Site
2025-01-02,56,5,1,251.1,Site
2025-01-02,60,5,1,224.45,Site
2025-01-02,12,5,1,252.16,Site
2025-01-02,22,5,1,108.14,Site
2025-01-02,5,5,1,116.85,Site
2025-01-02,27,5,1,245.97,Site
2025-01-02,37,6,1,214.17,Site
2025-01-02,5,6,1,136.32,Site
2025-01-02,38,6,1,222.26,Site
2025-01-02,27,6,1,260.45,Site
2025-01-02,20,6,1,174.38,Site
2025-01-02,55,7,1,216.36,Site
2025-01-02,11,7,1,132.12,Site
2025-01-03,6,1,3,232.06,Site
2025-01-03,56,1,1,222.56,Site
2025-01-03,12,1,3,240.36,Site
2025-01-03,56,1,1,235.09,Site
2025-01-03,27,1,3,236.58,Site
2025-01-03,6,1,1,262.57,Site
2025-01-03,10,1,1,158.43,Site
2025-01-03,24,1,1,326.77,Site
2025-01-03,60,1,1,251.42,Site
2025-01-03,53,1,2,126.53,Site
2025-01-03,17,2,1,227.01,Site
2025-01-03,25,2,1,300.9,Site
2025-01-03,41,2,2,258.05,Site
2025-01-03,41,2,1,255.46,Site
2025-01-03,47,2,2,359.0,Site
2025-01-03,4,2,1,244.08,Site
2025-01-03,34,2,1,159.68,Site
2025-01-03,53,2,1,126.04,Site
2025-01-03,22,2,1,124.97,Site
2025-01-03,12,2,3,268.12,Site
2025-01-03,5,2,1,127.88,Site
2025-01-03,56,2,1,231.3,Site
2025-01-03,1,2,1,132.25,Site
2025-01-03,28,3,1,180.87,App
2025-01-03,23,3,3,129.87,App
2025-01-03,45,3,1,120.53,App
2025-01-03,44,3,1,138.53,App
2025-01-03,27,3,1,248.52,App
2025-01-03,16,3,1,420.0,App
2025-01-03,1,3,1,122.96,App
2025-01-03,38,4,1,238.13,Site
2025-01-03,51,4,1,226.37,Site
2025-01-03,1,4,2,119.58,Site
2025-01-03,33,4,1,298.23,Site
2025-01-03,41,4,3,235.33,Site
2025-01-03,53,5,2,143.22,Site
2025-01-03,56,5,1,264.76,Site
2025-01-03,38,5,1,264.43,Site
2025-01-03,46,5,1,160.66,Site
2025-01-03,40,5,2,171.15,Site
2025-01-03,30,5,1,151.61,Site
2025-01-03,29,5,1,209.56,Site
2025-01-03,1,5,1,123.97,Site
2025-01-03,13,5,2,261.0,Site
2025-01-03,1,5,1,130.84,Site
2025-01-03,26,5,1,314.31,Site
2025-01-03,23,6,1,115.65,Site
2025-01-03,40,6,1,151.42,Site
2025-01-03,32,6,3,289.52,Site
2025-01-03,24,6,1,301.25,Site
2025-01-03,59,6,1,195.84,Site
2025-01-03,11,6,3,134.4,Site
2025-01-03,19,7,2,337.41,Site
2025-01-03,6,7,2,241.07,Site
2025-01-04,57,1,1,224.33,Site
2025-01-04,29,1,1,218.26,Site
2025-01-04,46,1,1,160.92,Site
2025-01-04,36,1,1,292.14,Site
2025-01-04,13,1,1,243.83,Site
2025-01-04,3,1,1,288.96,Site
2025-01-04,42,1,1,412.4,Site
2025-01-04,47,1,1,353.1,Site
2025-01-04,51,1,1,247.14,Site
2025-01-04,41,1,1,238.41,Site
2025-01-04,25,1,2,306.19,Site
2025-01-04,27,1,2,263.39,Site
2025-01-04,45,1,2,107.76,Site
2025-01-04,15,2,1,255.49,Site
2025-01-04,19,2,1,320.59,Site
2025-01-04,44,2,2,149.74,Site
2025-01-04,24,2,2,314.25,Site
2025-01-04,36,2,3,287.34,Site
2025-01-04,10,2,1,149.62,Site
2025-01-04,50,2,2,131.39,Site
2025-01-04,32,2,2,310.17,Site
2025-01-04,50,2,2,154.57,Site
2025-01-04,43,2,1,132.21,Site
2025-01-04,24,2,1,328.06,Site
2025-01-04,41,2,1,232.65,Site
2025-01-04,4,2,1,225.94,Site
2025-01-04,1,3,3,130.61,App
2025-01-04,28,3,1,173.44,App
2025-01-04,16,3,1,396.69,App
2025-01-04,20,3,2,184.52,App
2025-01-04,11,3,3,128.86,App
2025-01-04,48,3,1,275.16,App
2025-01-04,11,3,2,137.15,App
2025-01-04,29,4,1,209.78,Site
2025-01-04,42,4,1,420.0,Site
2025-01-04,44,4,1,138.87,Site
2025-01-04,20,4,2,198.34,Site
2025-01-04,15,4,1,252.04,Site
2025-01-04,55,4,1,241.22,Site
2025-01-04,51,5,1,256.19,Site
2025-01-04,40,5,1,152.55,Site
2025-01-04,44,5,1,155.35,Site
2025-01-04,50,5,1,144.63,Site
2025-01-04,1,5,2,134.37,Site
2025-01-04,43,5,2,148.66,Site
2025-01-04,60,5,1,271.45,Site
2025-01-04,28,5,1,174.23,Site
2025-01-04,32,5,1,318.86,Site
2025-01-04,6,5,1,257.76,Site
2025-01-04,20,5,2,185.16,Site
2025-01-04,36,5,1,312.99,Site
2025-01-04,7,5,1,256.93,Site
2025-01-04,31,6,1,284.7,Site
2025-01-04,17,6,1,243.8,Site
2025-01-04,13,6,2,239.79,Site
2025-01-04,18,6,1,259.06,Site
2025-01-04,23,6,2,129.68,Site
2025-01-04,56,6,1,213.78,Site
2025-01-04,41,6,2,256.8,Site
2025-01-04,25,7,1,288.02,Site
2025-01-04,37,7,1,205.33,Site
2025-01-05,33,1,1,284.66,Site
2025-01-05,28,1,1,163.77,Site
2025-01-05,20,1,3,177.87,Site
2025-01-05,11,1,3,128.84,Site
2025-01-05,7,1,1,246.14,Site
2025-01-05,53,1,1,133.07,Site
2025-01-05,25,1,1,256.76,Site
2025-01-05,57,1,1,234.71,Site
2025-01-05,19,1,2,316.32,Site
2025-01-05,36,1,3,307.75,Site
2025-01-05,33,1,1,306.69,Site
2025-01-05,8,2,1,144.33,Site
2025-01-05,24,2,1,337.49,Site
2025-01-05,51,2,2,241.99,Site
2025-01-05,40,2,1,148.03,Site
2025-01-05,57,2,1,237.03,Site
2025-01-05,16,2,1,420.0,Site
2025-01-05,27,2,2,267.66,Site
2025-01-05,44,2,2,140.15,Site
2025-01-05,8,2,1,153.23,Site
2025-01-05,6,2,1,263.58,Site
2025-01-05,44,2,2,151.38,Site
2025-01-05,41,2,1,251.46,Site
2025-01-05,27,2,2,259.63,Site
2025-01-05,5,2,1,110.74,Site
2025-01-05,37,2,1,242.87,Site
2025-01-05,41,2,2,226.26,Site
2025-01-05,17,2,1,280.16,Site
2025-01-05,6,2,1,236.32,Site
2025-01-05,34,3,1,171.28,App
2025-01-05,27,3,1,271.18,App
2025-01-05,4,3,1,265.67,App
2025-01-05,41,3,1,245.97,App
2025-01-05,53,3,1,145.13,App
2025-01-05,6,3,1,245.79,App
2025-01-05,44,3,3,147.65,App
2025-01-05,50,3,3,142.96,App
2025-01-05,1,4,2,121.69,Site
2025-01-05,38,4,1,245.31,Site
2025-01-05,35,4,3,340.61,Site
2025-01-05,27,4,1,237.66,Site
2025-01-05,41,4,1,246.48,Site
2025-01-05,51,4,2,237.8,Site
2025-01-05,12,5,1,268.14,Site
2025-01-05,9,5,1,247.75,Site
2025-01-05,45,5,1,104.36,Site
2025-01-05,36,5,1,331.49,Site
2025-01-05,33,5,1,261.69,Site
2025-01-05,41,5,1,255.49,Site
2025-01-05,20,5,3,195.19,Site
2025-01-05,44,5,1,136.07,Site
2025-01-05,16,5,1,401.07,Site
2025-01-05,50,5,2,143.14,Site
2025-01-05,36,5,1,326.77,Site
2025-01-05,50,5,1,141.26,Site
2025-01-05,32,6,1,320.27,Site
2025-01-05,56,6,1,254.65,Site
2025-01-05,57,6,1,234.71,Site
2025-01-05,60,6,1,231.95,Site
2025-01-05,41,7,1,246.5,Site
2025-01-05,57,7,2,260.81,Site
2025-01-06,2,1,1,104.82,Site
2025-01-06,6,1,2,271.62,Site
2025-01-06,45,1,2,103.09,Site
2025-01-06,41,1,1,227.95,Site
2025-01-06,44,1,3,139.71,Site
2025-01-06,41,1,2,242.64,Site
2025-01-06,26,1,3,335.15,Site
2025-01-06,5,1,1,120.22,Site
2025-01-06,50,1,1,142.8,Site
2025-01-06,12,1,3,233.65,Site
2025-01-06,60,1,1,225.56,Site
2025-01-06,12,1,3,261.4,Site
2025-01-06,60,2,1,253.14,Site
2025-01-06,14,2,1,282.44,Site
2025-01-06,27,2,1,257.47,Site
2025-01-06,34,2,1,163.16,Site
2025-01-06,38,2,1,220.93,Site
2025-01-06,25,2,1,270.74,Site
2025-01-06,30,2,1,173.05,Site
2025-01-06,32,2,3,323.21,Site
2025-01-06,23,2,1,118.55,Site
2025-01-06,19,2,1,319.42,Site
2025-01-06,50,3,1,149.3,App
2025-01-06,27,3,2,268.69,App
2025-01-06,51,3,3,234.97,App
2025-01-06,45,3,1,118.97,App
2025-01-06,38,3,1,243.03,App
2025-01-06,20,4,2,180.24,Site
2025-01-06,23,4,1,132.18,Site
2025-01-06,15,4,1,265.49,Site
2025-01-06,40,5,1,157.03,Site
2025-01-06,7,5,1,273.14,Site
2025-01-06,13,5,2,265.31,Site
2025-01-06,14,5,1,281.82,Site
2025-01-06,34,5,2,149.95,Site
2025-01-06,32,5,1,293.06,Site
2025-01-06,29,5,1,240.96,Site
2025-01-06,6,5,1,254.89,Site
2025-01-06,46,5,1,157.57,Site
2025-01-06,11,6,1,133.62,Site
2025-01-06,13,6,1,255.0,Site
2025-01-06,31,6,1,286.13,Site
2025-01-06,35,6,1,376.01,Site
2025-01-06,51,6,1,226.73,Site
2025-01-06,4,7,1,231.15,Site
2025-01-07,28,1,1,166.45,Site
2025-01-07,56,1,3,257.72,Site
2025-01-07,1,1,1,118.99,Site
2025-01-07,28,1,1,166.1,Site
2025-01-07,14,1,1,278.13,Site
2025-01-07,45,1,1,113.2,Site
2025-01-07,11,1,2,138.75,Site
2025-01-07,51,1,1,242.76,Site
2025-01-07,23,1,1,116.46,Site
2025-01-07,37,2,1,243.99,Site
2025-01-07,25,2,2,276.13,Site
2025-01-07,28,2,1,183.24,Site
2025-01-07,6,2,1,269.29,Site
2025-01-07,15,2,1,259.42,Site
2025-01-07,55,2,1,262.06,Site
2025-01-07,25,2,2,266.77,Site
2025-01-07,23,2,1,126.33,Site
2025-01-07,2,2,1,118.39,Site
2025-01-07,53,2,1,134.91,Site
2025-01-07,44,2,2,135.9,Site
2025-01-07,6,2,1,258.59,Site
2025-01-07,10,2,1,158.51,Site
2025-01-07,7,2,2,259.75,Site
2025-01-07,35,3,3,350.68,App
2025-01-07,17,3,1,215.91,App
2025-01-07,1,3,2,118.34,App
2025-01-07,59,3,1,176.47,App
2025-01-07,4,3,1,266.57,App
2025-01-07,32,3,2,313.41,App
2025-01-07,13,4,1,242.14,Site
2025-01-07,41,4,1,224.33,Site
2025-01-07,51,4,3,254.8,Site
2025-01-07,23,4,2,123.38,Site
2025-01-07,37,4,1,233.68,Site
2025-01-07,27,5,1,276.65,Site
2025-01-07,41,5,2,237.28,Site
2025-01-07,22,5,1,110.19,Site
2025-01-07,55,5,1,258.96,Site
2025-01-07,51,5,1,245.29,Site
2025-01-07,51,5,1,255.29,Site
2025-01-07,36,5,2,323.74,Site
2025-01-07,27,5,2,240.03,Site
2025-01-07,21,5,1,195.73,Site
2025-01-07,50,6,1,143.83,Site
2025-01-07,7,6,1,275.18,Site
2025-01-07,29,6,2,248.39,Site
2025-01-07,22,6,1,108.57,Site
2025-01-07,50,7,3,154.38,Site
2025-01-07,22,7,1,122.97,Site
2025-01-08,13,1,3,259.36,Site
2025-01-08,57,1,2,245.11,Site
2025-01-08,15,1,1,245.13,Site
2025-01-08,27,1,2,268.67,Site
2025-01-08,13,1,2,250.53,Site
2025-01-08,25,1,1,312.91,Site
2025-01-08,40,1,1,141.76,Site
2025-01-08,27,1,2,265.97,Site
2025-01-08,14,1,1,272.53,Site
2025-01-08,13,2,2,237.48,Site
2025-01-08,50,2,3,146.77,Site
2025-01-08,45,2,1,116.35,Site
2025-01-08,11,2,1,133.04,Site
2025-01-08,32,2,3,317.91,Site
2025-01-08,43,2,2,133.46,Site
2025-01-08,11,2,1,124.94,Site
2025-01-08,9,2,1,255.32,Site
2025-01-08,22,2,1,114.95,Site
2025-01-08,55,2,1,240.37,Site
2025-01-08,5,2,1,115.46,Site
2025-01-08,7,3,1,271.3,App
2025-01-08,58,3,1,106.84,App
2025-01-08,23,3,2,132.08,App
2025-01-08,55,3,1,241.92,App
2025-01-08,31,3,1,308.37,App
2025-01-08,38,3,1,216.25,App
2025-01-08,27,4,2,248.53,Site
2025-01-08,34,4,1,161.49,Site
2025-01-08,37,4,1,249.7,Site
2025-01-08,22,4,1,109.44,Site
2025-01-08,5,5,1,137.45,Site
2025-01-08,12,5,3,243.28,Site
2025-01-08,15,5,1,249.66,Site
2025-01-08,26,5,1,284.13,Site
2025-01-08,50,5,1,132.47,Site
2025-01-08,13,5,3,255.34,Site
2025-01-08,48,5,1,241.82,Site
2025-01-08,53,5,3,146.53,Site
2025-01-08,12,5,2,265.25,Site
2025-01-08,60,5,1,240.3,Site
2025-01-08,29,5,2,214.38,Site
2025-01-08,50,6,2,133.67,Site
2025-01-08,23,6,3,125.11,Site
2025-01-08,5,6,1,126.5,Site
2025-01-08,32,6,2,317.82,Site
2025-01-08,4,7,1,217.76,Site
2025-01-09,12,1,3,241.4,Site
2025-01-09,21,1,1,239.67,Site
2025-01-09,47,1,1,340.52,Site
2025-01-09,40,1,1,133.94,Site
2025-01-09,1,1,1,120.03,Site
2025-01-09,14,1,2,265.43,Site
2025-01-09,7,1,1,277.43,Site
2025-01-09,2,1,1,106.02,Site
2025-01-09,57,1,1,227.93,Site
2025-01-09,37,1,1,243.81,Site
2025-01-09,11,2,1,127.58,Site
2025-01-09,55,2,1,238.45,Site
2025-01-09,23,2,3,127.05,Site
2025-01-09,47,2,2,350.19,Site
2025-01-09,8,2,1,141.55,Site
2025-01-09,17,2,1,246.59,Site
2025-01-09,1,2,1,117.77,Site
2025-01-09,60,2,1,216.37,Site
2025-01-09,1,2,2,126.3,Site
2025-01-09,11,2,1,141.7,Site
2025-01-09,33,2,1,269.1,Site
2025-01-09,51,2,1,237.29,Site
2025-01-09,47,2,2,337.23,Site
2025-01-09,14,2,1,294.12,Site
2025-01-09,52,2,1,261.07,Site
2025-01-09,40,3,1,165.66,App
2025-01-09,14,3,1,313.82,App
2025-01-09,13,3,2,258.55,App
2025-01-09,60,3,1,239.55,App
2025-01-09,41,3,3,232.43,App
2025-01-09,50,3,3,141.42,App
2025-01-09,58,3,1,126.33,App
2025-01-09,59,3,1,181.43,App
2025-01-09,6,4,1,247.29,Site
2025-01-09,23,4,1,122.0,Site
2025-01-09,50,5,3,133.71,Site
2025-01-09,20,5,1,189.43,Site
2025-01-09,50,5,1,138.54,Site
2025-01-09,57,5,1,219.13,Site
2025-01-09,16,5,1,420.0,Site
2025-01-09,43,5,1,130.89,Site
2025-01-09,4,5,1,232.38,Site
2025-01-09,29,5,1,231.37,Site
2025-01-09,10,5,2,152.18,Site
2025-01-09,19,6,2,323.05,Site
2025-01-09,12,6,1,238.37,Site
2025-01-09,50,6,3,140.7,Site
2025-01-09,23,6,1,129.67,Site
2025-01-09,34,6,1,150.14,Site
2025-01-09,2,6,1,106.48,Site
2025-01-09,48,6,1,299.04,Site
2025-01-09,12,6,2,272.3,Site
2025-01-09,41,7,1,247.6,Site
2025-01-09,55,7,1,218.68,Site
2025-01-10,36,1,1,319.71,Site
2025-01-10,27,1,1,271.1,Site
2025-01-10,20,1,1,193.37,Site
2025-01-10,55,1,1,230.66,Site
2025-01-10,56,1,1,264.42,Site
2025-01-10,11,1,1,124.56,Site
2025-01-10,42,1,3,420.0,Site
2025-01-10,45,1,1,117.95,Site
2025-01-10,55,1,1,247.18,Site
2025-01-10,5,1,2,121.56,Site
2025-01-10,56,1,1,264.65,Site
2025-01-10,14,1,1,248.12,Site
2025-01-10,51,1,1,251.31,Site
2025-01-10,50,1,2,132.89,Site
2025-01-10,27,2,1,244.65,Site
2025-01-10,52,2,1,218.38,Site
2025-01-10,59,2,1,169.13,Site
2025-01-10,36,2,1,327.63,Site
2025-01-10,14,2,1,272.92,Site
2025-01-10,22,2,1,134.31,Site
2025-01-10,19,2,2,320.67,Site
2025-01-10,12,2,1,242.03,Site
2025-01-10,59,2,1,197.19,Site
2025-01-10,8,2,1,149.44,Site
2025-01-10,33,2,1,277.19,Site
2025-01-10,47,2,2,349.2,Site
2025-01-10,22,3,1,119.84,App
2025-01-10,23,3,3,120.59,App
2025-01-10,7,3,1,301.96,App
2025-01-10,6,3,2,252.51,App
2025-01-10,42,3,1,420.0,App
2025-01-10,43,3,1,135.35,App
2025-01-10,21,4,1,206.75,Site
2025-01-10,17,4,1,274.75,Site
2025-01-10,58,4,1,118.16,Site
2025-01-10,27,4,1,263.38,Site
2025-01-10,8,4,2,142.19,Site
2025-01-10,20,5,1,199.72,Site
2025-01-10,7,5,1,278.79,Site
2025-01-10,6,5,3,258.63,Site
2025-01-10,1,5,1,119.24,Site
2025-01-10,60,5,1,245.23,Site
2025-01-10,20,5,1,197.72,Site
2025-01-10,5,5,1,128.98,Site
2025-01-10,33,5,1,291.73,Site
2025-01-10,41,5,1,240.41,Site
2025-01-10,41,5,2,227.87,Site
2025-01-10,58,5,2,116.41,Site
2025-01-10,44,6,1,152.25,Site
2025-01-10,4,6,1,239.97,Site
2025-01-10,32,6,1,294.68,Site
2025-01-10,60,6,1,258.7,Site
2025-01-10,44,6,2,145.2,Site
2025-01-10,13,7,2,262.92,Site
2025-01-10,1,7,3,116.95,Site
2025-01-10,7,7,1,259.26,Site
2025-01-11,57,1,1,230.41,Site
2025-01-11,42,1,1,403.05,Site
2025-01-11,27,1,1,260.21,Site
2025-01-11,24,1,1,322.36,Site
2025-01-11,32,1,1,282.67,Site
2025-01-11,40,1,1,155.09,Site
2025-01-11,7,1,1,255.7,Site
2025-01-11,47,1,1,323.97,Site
2025-01-11,1,1,2,134.45,Site
2025-01-11,51,1,3,224.2,Site
2025-01-11,28,1,1,167.28,Site
2025-01-11,25,1,1,294.68,Site
